[猎户] --> [Thợ săn] <<>> [猎户] --> [Liệp Hộ] | **3. 猎户 (Liệp Hộ)** (nam, tuổi trung niên, là những người săn bắn, có thể là người dân thường)
[大家之气] --> [Khí thế của mọi người] <<>> [大家之气] --> [Đại Gia Chi Khí] | **41. 大家之气 (Đại Gia Chi Khí)** là một loại Cổ Tiên, có thể là Cổ Tiên cấp 7, có khả năng lưu trữ các loại khí, bao gồm cả kiếp khí.

[白荔仙元] --> [Bạch Chỉ Tiên Nguyên] <<>> [白荔仙元] --> [Bạch 荔 Tiên Nguyên] | **7. 白荔仙元 (Bạch Lệ Tiên Nguyên)** là một loại Tiên Nguyên, được nhắc đến, có mối quan hệ với Phương Nguyên.

[琅琊洞天] --> [Lang Gia động thiên] <<>> [琅琊洞天] --> [Lang Gia Đỗng Thiên] | **14. 琅琊洞天 (Lang Nha Động Thiên)** là một vùng đất, được nhắc đến.

[阳莽背火衣] --> [Dương Mãng Bối Hỏa Y] <<>> [阳莽背火衣] --> [Dương 莽 Bối Hỏa Y] | **51.  阳莽背火衣 (Dương Mãng Bối Hỏa Y)** là một loại Tiên Cổ, được nhắc đến, có mối quan hệ với Lệ Hoàng.

[甩锅云] --> [Ném nồi vân] <<>> [甩锅云] --> [甩 Oa Vân] | **56.  甩锅云 (Xoay Nồi Vân)** là một loại Tiên Đạo sát chiêu, được nhắc đến.

[五行洞玄光] --> [Ngũ Hành động huyền quang] <<>> [五行洞玄光] --> [Ngũ Hành Đỗng Huyền Quang] | **59.  五行洞玄光 (Ngũ Hành Động Huyền Quang)** là một loại Tiên Đạo sát chiêu, được nhắc đến.

[变通] --> [Thay đổi] <<>> [变通] --> [Biến Thông] | **62.  变通 (Biến Thông)** là một loại Tiên Cổ, được nhắc đến.

[命运之歌] --> [Bài ca vận mệnh] <<>> [命运之歌] --> [Mệnh Vận Chi Ca] | **63.  命运之歌 (Mệnh Vận Chi Ca)** là một loại ca khúc, được nhắc đến, có mối quan hệ với Phượng Cửu Ca.

[七少爷] --> [Thất thiếu gia] <<>> [七少爷] --> [Thất Thiểu Gia] | **102.  七少爷 (Thất Thiếu Gia)** là nam, có thể là tuổi trẻ, là cháu trai của Long Công, là một trong những Long Nhân.

[异人十八魔仙] --> [Dị nhân mười tám Ma Tiên] <<>> [异人十八魔仙] --> [Dị Nhân Thập Bát Ma Tiên] | **63. 异人十八魔仙 (Dị Nhân Thập Bát Ma Tiên)** là một nhóm nhân vật, đã qua đời, có liên quan đến Nguyên Thủy Tiên Tôn.

[影宗宗主] --> [Tông chủ Ảnh Tông] <<>> [影宗宗主] --> [Ảnh Tông Tông Chủ] | **65. 影宗宗主 (Ảnh Tông Tông Chủ)** là nam, tuổi không rõ, là một trong những nhân vật chính, đã qua đời, có liên quan đến Phương Nguyên.

[蝎针门] --> [Hạt Châm môn] <<>> [蝎针门] --> [Hiết Châm Môn] | **75. 蝎针门 (Tiêu Châm Môn)** là một trong những thế lực lớn của Trung Châu, có vai trò quan trọng trong việc bảo vệ Trung Châu.

[百节林地] --> [Bách Tiết lâm] <<>> [百节林地] --> [Bách Tiết Lâm Địa] | **84. 百节林地 (Bách Tiết Lâm Địa)** là một trong những địa điểm quan trọng của Trung Châu, bị tấn công và cướp bóc.

[群山] --> [Dãy núi] <<>> [群山] --> [Quần Sơn] | **88. 群山 (Quần Sơn)** là một trong những địa điểm quan trọng của Trung Châu, bị tấn công và cướp bóc.

[帝君城] --> [Thành Đế Quân] <<>> [帝君城] --> [Đế Quân Thành] | **90. 帝君城 (Đế Quân Thành)** là một trong những địa điểm quan trọng của Trung Châu, là nơi diễn ra trận chiến cuối cùng của Trung Châu Luyện Cổ Đại Hội.

[乐土传人] --> [Truyền nhân cõi âm] <<>> [乐土传人] --> [Nhạc Thổ Truyện Nhân] | **102. 乐土传人 (Lạc Thổ Truyền Nhân)** là một danh hiệu, có liên quan đến Lục Vệ Nhân.

[天相杀招] --> [Sát chiêu Thiên Tướng] <<>> [天相杀招] --> [Thiên Tương Sát Chiêu] | **109.  天相杀招 (Thiên Tượng Sát Chiêu)** là một loại sát chiêu, có liên quan đến Phương Nguyên.

[血染征袍] --> [Máu nhuộm chinh bào] <<>> [血染征袍] --> [Huyết Nhiễm Chinh Bào] | **115.  血染征袍 (Huyết Nhiễm Chiến Bào)** là một loại sát chiêu, có liên quan đến Phương Nguyên.

[卜卦龟变化] --> [rùa bói toán biến hóa] <<>> [卜卦龟变化] --> [Bốc Quái Quy Biến Hóa] | **119.  卜卦龟变化 (Bốc Quái Quy Biến Hoá)** là một loại sát chiêu, có liên quan đến Phương Nguyên.

[人言可畏] --> [Lời người đáng sợ] <<>> [人言可畏] --> [Nhân Ngôn Khả Úy] | **126.  人言可畏 (Nhân Ngôn Khả Uý)** là một loại sát chiêu, có liên quan đến Chu Hùng Tín.

[三人成虎] --> [Ba người thành hổ] <<>> [三人成虎] --> [Tam Nhân Thành Hổ] | **127.  三人成虎 (Tam Nhân Thành Hổ)** là một loại sát chiêu, có liên quan đến Chu Hùng Tín.

[流言笼] --> [Lời đồn lung] <<>> [流言笼] --> [Lưu Ngôn Lung] | **128.  流言笼 (Lưu Ngôn Long)** là một loại sát chiêu, có liên quan đến Chu Hùng Tín.

[芸芸众生] --> [Chúng sinh] <<>> [芸芸众生] --> [Vân Vân Chúng Sanh] | **132.  芸芸众生 (Vân Vân Chúng Sinh)** là một loại sát chiêu, có liên quan đến Chính Nguyên Lão Nhân.

[同仇敌忾] --> [Cùng chung kẻ địch] <<>> [同仇敌忾] --> [Đồng Cừu Địch Hi] | **133.  同仇敌忾 (Đồng Thù Địch Khí)** là một loại sát chiêu, có liên quan đến Chính Nguyên Lão Nhân.

[罗然] --> [La Nhiên] <<>> [罗然] --> [La Nhiên] | * **罗然 (La Nhiên)** là nam, tuổi chưa rõ, là nhân vật phụ trong câu chuyện, một trong những nhân vật phụ trách trận pháp của Nam Liên, có mối quan hệ với **武庸 (Vũ Dung)**.

[姚天择] --> [Diêu Thiên Trạch] <<>> [姚天择] --> [Diêu Thiên Trạch] | * **姚天择 (Doa Thiên Trạch)** là nam, tuổi chưa rõ, là nhân vật phụ trong câu chuyện, một trong những nhân vật phụ trách trận pháp của Nam Liên, có mối quan hệ với **武庸 (Vũ Dung)**.

[乔志材] --> [Kiều Chí Tài] <<>> [乔志材] --> [Kiều Chí Tài] | * **乔志材 (Tiêu Chí Tài)** là nam, tuổi cao, là nhân vật phụ trong câu chuyện, một trong những nhân vật phụ trách trận pháp của Nam Liên, có mối quan hệ với **武庸 (Vũ Dung)**.

[悲风老人] --> [Bi Phong lão nhân] <<>> [悲风老人] --> [Bi Phong Lão Nhân] | * **悲风老人 (Bi Phong lão nhân)** là nam, tuổi cao, là nhân vật phụ trong câu chuyện, bị **沈从声 (Thẩm Tùng Thanh)** bắt giữ.

[张阴] --> [Trương Âm] <<>> [张阴] --> [Trương Âm] | * **张阴 (Trương Âm)** là nam, tuổi chưa rõ, là nhân vật phụ trong câu chuyện, một trong những nhân vật quyền lực của Đông Hải, có mối quan hệ với **沈从声 (Thẩm Tùng Thanh)**.

 [冰塞川] --> [Băng Tắc Xuyên] <<>>  [冰塞川] --> [Băng Tắc Xuyên], [五行大法师] --> [Ngũ Hành Đại Pháp Sư] <<>>  [五行大法师] --> [Ngũ Hành Đại Pháp Sư], [努尔暴雄] --> [Nỗ Nhĩ Bạo Hùng] <<>>  [努尔暴雄] --> [Nỗ Nhĩ Bạo Hùng] | * **长生天 (Trường Sinh Thiên)** là một thế lực, có mối quan hệ với **冰塞川 (Băng Tắc Xuyên)**, **五行大法师 (Ngũ Hành Đại Pháp Sư)**, **努尔暴雄 (Nột Nhĩ Bạo Hùng)**, **黑凡 (Hắc Phàm)**, **刘溜溜 (Lưu Lưu Lưu)**.

[南疆] --> [Nam Cương] <<>> [南疆] --> [Nam Cương] | * **南疆 (Nam Giang)** là một vùng đất, có mối quan hệ với **武庸 (Vũ Dung)**.

[北原] --> [Bắc Nguyên] <<>> [北原] --> [Bắc Nguyên] | * **北原 (Bắc Nguyên)** là một vùng đất, có mối quan hệ với **长生天 (Trường Sinh Thiên)**.

[五界真传] --> [Chân truyền ngũ giới] <<>> [五界真传] --> [Ngũ Giới Chân Truyện] | **23. 五界真传 (Ngũ Giới Chân Truyền)** là một loại bí thuật do Đào Trúc tạo ra, có thể mô phỏng Ngũ Giới Giới Bích.

 [等等] --> [Chờ chút...] <<>>  [等等] --> [Đẳng Đẳng] | **37. 张阴 (Trương Âm), 容婆 (Dung Bà), 等等 (Đẳng Đẳng)** là các cường giả bát chuyển, bị Long Công khống chế.

[玉清滴风小竹楼] --> [Ngọc Thanh Tích Phong trúc lâu] <<>> [玉清滴风小竹楼] --> [Ngọc Thanh Tích Phong Tiểu Trúc Lâu], [风满楼] --> [Phong Mãn Lâu] <<>>  [风满楼] --> [Phong Mãn Lâu], [指印桥] --> [Chỉ Ấn kiều] <<>>  [指印桥] --> [Chỉ Ấn Kiều], [猿魔堂] --> [Viên Ma đường] <<>>  [猿魔堂] --> [Viên Ma Đường], [少阳楼] --> [Thiếu Dương lâu] <<>>  [少阳楼] --> [Thiểu Dương Lâu], [太宇寺] --> [Thái Vũ tự] <<>>  [太宇寺] --> [Thái Vũ Tự], [海角阁] --> [Hải Giác Các] <<>>  [海角阁] --> [Hải Giác Các], [无定府] --> [Phủ Vô Định] <<>>  [无定府] --> [Vô Định Phủ] | **40. 玉清滴风小竹楼 (Ngọc Thanh Đích Phong Tiếu Trúc Lâu), 寒螭庄 (Hàn Xà Trang), 风满楼 (Phong Mãn Lâu), 指印桥 (Chỉ Ấn Kiều), 猿魔堂 (Viên Ma Đường), 少阳楼 (Thiểu Dương Lâu), 太宇寺 (Thái Vũ Tự), 海角阁 (Hải Giác Các), 无定府 (Vô Định Phủ), 等等 (Đẳng Đẳng)** là các tiên cổ tiên cổ, được sử dụng trong chiến đấu.

[刘惠] --> [Lưu Huệ] <<>> [刘惠] --> [Lưu Huệ], [玉阳子] --> [Ngọc Dương Tử] <<>>  [玉阳子] --> [Ngọc Dương Tử] | **41.  刘惠 (Lưu Huệ), 玉阳子 (Ngọc Dương Tử), 耶律旗 (Diệp Lật Kỳ), 刘流溜 (Lưu Lưu Liễu), 等等 (Đẳng Đẳng)** là các cường giả bát chuyển, được Kiếp Vận Đàn triệu hồi.

[铁区] --> [Khu sắt] <<>> [铁区] --> [Thiết Khu] | **47.  铁区 (Thiết Khu)**

[池家蛊仙] --> [Cổ tiên Trì gia] <<>> [池家蛊仙] --> [Trì Gia Cổ Tiên] | **3. 池家蛊仙 (Gia tộc Trì Cổ Tiên)**

[武家武庸] --> [Vũ Dung của Vũ gia] <<>> [武家武庸] --> [Vũ Gia Vũ Dong] | **8. 武家武庸 (Vũ Gia Vũ Dung)**

[白毛地灵] --> [Địa linh lông trắng] <<>> [白毛地灵] --> [Bạch Mao Địa Linh] | **14. 白毛地灵 (Bạch Mao Địa Linh)**

[成竹仙蛊] --> [Tiên cổ Thành Trúc] <<>> [成竹仙蛊] --> [Thành Trúc Tiên Cổ] | **16. 成竹仙蛊 (Thành Trúc Tiên Cổ)**

[因] --> [Bởi vì] <<>> [因] --> [Nhân] | **18. 因 (Nhân)**

[褴褛洞] --> [Động lam lũ] <<>> [褴褛洞] --> [Lam Lũ Đỗng] | **29. 褴褛洞 (Lam Lũy Động)**

[智道大能砚石老人] --> [Trí đạo đại năng Lam Thạch Lão Nhân] <<>> [智道大能砚石老人] --> [Trí Đạo Đại Năng Nghiễn Thạch Lão Nhân] | **31. 智道大能砚石老人 (Trí Đạo Đại Năng Nghiễn Thạch Lão Nhân)**

[涨落潮汐水] --> [Nước thủy triều lên xuống] <<>> [涨落潮汐水] --> [Trướng Lạc Triều Tịch Thủy] | **38. 涨落潮汐水 (Trướng Lạc Triều Tịch Thủy)**

[九天星汗水] --> [Cửu Thiên Tinh đổ mồ hôi] <<>> [九天星汗水] --> [Cửu Thiên Tinh Hãn Thủy] | **39. 九天星汗水 (Cửu Thiên Tinh Hán Thủy)**

[固执蛊] --> [Cổ Cố chấp] <<>> [固执蛊] --> [Cố Chấp Cổ] | **51. 固执蛊 (Cố Chấp Cổ)**

[尊严蛊] --> [Cổ Tôn nghiêm] <<>> [尊严蛊] --> [Tôn Nghiêm Cổ] | **52. 尊严蛊 (Tôn Nghiêm Cổ)**

[西漠正道] --> [Chính đạo Tây Mạc] <<>> [西漠正道] --> [Tây Mạc Chánh Đạo] | **63. 西漠正道 (Tây Mạc Chính Đạo)**

[大盗仙蛊] --> [Tiên cổ Đạo Tặc] <<>> [大盗仙蛊] --> [Đại Đạo Tiên Cổ] | **65. 大盗仙蛊 (Đại Đạo Tiên Cổ)**

[天露绿洲] --> [Thiên Lộ ốc đảo] <<>> [天露绿洲] --> [Thiên Lộ Lục Châu] | **71.  天露绿洲 (Thiên Lộ Lục Châu)**

[针灸树] --> [Cây châm cứu] <<>> [针灸树] --> [Châm Cứu Thụ] | **72. 针灸树 (Châm Cứu Thụ)**

[苦香水] --> [Khổ Thủy Hoa] <<>> [苦香水] --> [Khổ Hương Thủy] | **75. 苦香水 (Khổ Hương Thủy)**

[神力水] --> [Nước thần lực] <<>> [神力水] --> [Thần Lực Thủy] | **76. 神力水 (Thần Lực Thủy)**

[燎萤戈壁] --> [Liệu Huỳnh sa mạc] <<>> [燎萤戈壁] --> [Liệu Huỳnh Qua Bích] | **80. 燎萤戈壁 (Liêu Ưng Cát Bích)**

[宝月绿洲] --> [ốc đảo Bảo Nguyệt] <<>> [宝月绿洲] --> [Bảo Nguyệt Lục Châu] | **84. 宝月绿洲 (Bảo Nguyệt Lục Châu)**

[青酸] --> [Thanh chua] <<>> [青酸] --> [Thanh Toan] | **26. 青酸 (Thanh San)**

[绿蚁居士] --> [Lục Nghĩ cư sĩ] <<>> [绿蚁居士] --> [Lục Nghĩ Cư Sĩ] | **5. 绿蚁居士 (Lục Nghĩ Cư Sĩ)** là nam, tuổi không được đề cập, là nhân vật phụ, có thể là một 八转蛊仙 (Bát Chuyển Cổ Tiên), là thầy của 吴帅 (Ngô Tuấn), có mối quan hệ thầy trò với 吴帅 (Ngô Tuấn).

[泰琴] --> [Thái Cầm] <<>> [泰琴] --> [Thái Cầm] | **6. 泰琴 (Thái cầm)** là nữ, tuổi trẻ, là nhân vật phụ, có mối quan hệ tình cảm với 吴帅 (Ngô Tuấn).

[龙人蛊仙] --> [Cổ tiên long nhân] <<>> [龙人蛊仙] --> [Long Nhân Cổ Tiên] | **7. 龙人蛊仙 (Long Nhân Cổ Tiên)** là nam, tuổi không được đề cập, là cha của 吴帅 (Ngô Tuấn), có mối quan hệ cha con với 吴帅 (Ngô Tuấn).

[书九灵] --> [Thư Cửu Linh] <<>> [书九灵] --> [Thư Cửu Linh], [范极] --> [Phạm Cực] <<>>  [范极] --> [Phạm Cực] | **8. 书九灵 (Thư Cửu Linh)** là nữ, khoảng 28 tuổi, là nhân vật phụ, là con gái của 书道阁主 (Thư Đạo Các Chủ), có mối quan hệ tình cảm với 范极 (Phạm Cực), là vợ của 吴帅 (Ngô Tuấn).

 [松鹤亭] --> [Tùng Hạc đình] <<>>  [松鹤亭] --> [Tông Hạc Đình] | **15. 方正 (Phương Chính)** là nam, tuổi trẻ, là nhân vật phụ, là em trai của 方源 (Phương Nguyên), là người lái 松鹤亭 (Tùng Hạc Đình).

[黄维] --> [Hoàng Duy] <<>> [黄维] --> [Hoàng Duy] | **18. 黄维 (Hoàng Duy)** là nam, tuổi trẻ, là nhân vật phụ, là bạn thân của 吴帅 (Ngô Tuấn), có mối quan hệ anh em kết nghĩa với 吴帅 (Ngô Tuấn).

[古凉] --> [Cổ Lương] <<>> [古凉] --> [Cổ Lương] | **22. 古凉 (Cổ Lương)** là nam, tuổi trung niên, là nhân vật phụ, là một 八转蛊仙 (Bát Chuyển Cổ Tiên), có mối quan hệ hợp tác với 吴帅 (Ngô Tuấn).

[吴帅之父] --> [Phụ thân của Ngô Soái] <<>> [吴帅之父] --> [Ngô Suất Chi Phụ] | **7. 吴帅之父 (Cha của Ngô Tuấn)** là nam, tuổi trung niên, là nhân vật phụ, là cha của Ngô Tuấn, có tài năng võ công, bị thương nặng và chết.

[战部渡] --> [Chiến Bộ Độ] <<>> [战部渡] --> [Chiến Bộ Độ], [李小白] --> [Lý Tiểu Bạch] <<>>  [李小白] --> [Lý Tiểu Bạch] | * Là thân phận chính, có nhiều phân thân như: 战部渡 (Chiến Bộ Độ), 李小白 (Lý Tiểu Bạch), 算不尽 (Toán Bất Cận), ...

[慕容部族] --> [Mộ Dung bộ tộc] <<>> [慕容部族] --> [Mộ Dong Bộ Tộc] | **23.  慕容部族 (Mộ Dung Bộ Tộc)** là một thế lực lớn trong Bắc Nguyên, có mối quan hệ với tộc Cổ.

[侍者] --> [Người hầu] <<>> [侍者] --> [Thị Giả] | **48.  侍者 (Thị Giả)** là nam/nữ, là người phục vụ trong tộc Cổ.

[赘] --> [行者] <<>> [赘] --> [Chuế] | * **Lý Tiểu Bạch** và **Tô Kỳ Hàn**: Có mối quan hệ phức tạp, Tô Kỳ Hàn muốn Lý Tiểu Bạch nhập赘 nhà họ Tô.

[霜蝶勇士] --> [Dũng sĩ Sương Điệp] <<>> [霜蝶勇士] --> [Sương Điệp Dũng Sĩ] | **32. 霜蝶勇士 (Sương Điệp Dũng Sĩ)** là nữ, tuổi trung niên, là một Cổ Tiên, là một trong những thuộc hạ của Phương Nguyên, đến từ Thú Hoạ Động Thiên.

[泉水] --> [Nước suối] <<>> [泉水] --> [Tuyền Thủy] | **80.  泉水 (Tuyền Thủy)** là nước, tuổi không rõ, là một trong những loại tiên tài của Trung Châu.

[绿洲] --> [ốc đảo] <<>> [绿洲] --> [Lục Châu] | **81.  绿洲 (Lục Châu)** là địa điểm, tuổi không rõ, là một trong những địa điểm chứa tiên tài của Tây Mạc.

[应运仙蛊] --> [Tiên cổ Ứng Vận] <<>> [应运仙蛊] --> [Ứng Vận Tiên Cổ] | **86.  应运仙蛊 (Ứng Vận Tiên Cổ)** là Tiên Cổ Ngũ, tuổi không rõ, là Tiên Cổ Ngũ của Thiên Đình.

[天穹脊背] --> [Lưng Thiên Khung] <<>> [天穹脊背] --> [Thiên Khung Tích Bối] | **90.  天穹脊背 (Thiên Cung Tích Bối)** là một vật thể bí ẩn, được để lại bởi Tiên Tôn Lạc Thổ.

[气相洞天] --> [Khí Tướng Động Thiên] <<>> [气相洞天] --> [Khí Tương Đỗng Thiên] | **97.  气相洞天 (Khí Tương Động Thiên)** là một loại Động Thiên, bị Phương Nguyên thôn phệ.

[山崖城] --> [Thành Sơn Nhai] <<>> [山崖城] --> [Sơn Nhai Thành] | **118.  山崖城 (Sơn Nghiệp Thành)** là một thành phố trong Thú Hoạ Động Thiên.

[红河滩地] --> [Bãi ghềnh Hồng Hà] <<>> [红河滩地] --> [Hồng Hà Than Địa] | **127.  红河滩地 (Hồng Hà Than Địa)** là một vùng đất ở Trung Châu.

[名号] --> [Danh hiệu] <<>> [名号] --> [Danh Hào] | **155.  名号 (Minh Hào)** là một loại danh hiệu, có thể dùng để nhận biết và liên lạc với Cổ Tiên.

[一视同仁杀招] --> [Sát chiêu đối xử bình đẳng] <<>> [一视同仁杀招] --> [Nhất Thị Đồng Nhân Sát Chiêu] | **157.  一视同仁杀招 (Nhất Thị Đồng Nhân Sát Chiêu)** là một loại sát chiêu của Tử Vi Tiên Tử.

[炼阵雨杀招] --> [Sát chiêu Luyện Trận Vũ] <<>> [炼阵雨杀招] --> [Luyện Trận Vũ Sát Chiêu] | **159.  炼阵雨杀招 (Luyện Trận Vũ Sát Chiêu)** là một loại sát chiêu của Phương Nguyên.
